question_code,question_text,question_subquestion_text,scoring_codes,additional_comments_1,additional_comments_2,original_question_long_string,,
Q44,What barriers do you experience in teaching data management?   ,Do you feel that you are covering these topics sufficiently?,"1 = Yes, thoroughly (I wouldn’t add any more)/ 2 = Yes, but there is more that I could add/ 3 = Yes, minimally/ 4 = No, I should add more/ 5 = No, and I don’t plan to add more/ 6 = No, I don’t cover them ",originally (Q3),,"3) Do you feel that you are covering these topics sufficiently? 1 = Yes, thoroughly (I wouldn’t add any more.)/ 2 = Yes, but there is more that I could add./ 3 = Yes, minimally/ 4 = No, I should add more./ 5 = No, and I don’t plan to add more./ 6 = No, I don’t cover them. ",,
Q45_1,What barriers do you experience in teaching data management?   ,There is no time to teach data management,1 = yes,originally (Q4),,4) What barriers do you experience in teaching data management?   There is no time to teach data management.  1 = yes,,
Q45_2,What barriers do you experience in teaching data management?   , I don’t have enough information,1 = yes,originally (Q4),,4) What barriers do you experience in teaching data management?  I don’t have enough information.  1 = yes,,
Q45_3,What barriers do you experience in teaching data management?   ,It is not my area of expertise,1 = yes,originally (Q4),,"4) What barriers do you experience in teaching data management? It is not my area of expertise.   1 = yes
",,
Q45_4,What barriers do you experience in teaching data management?   ,It is not appropriate at the level I teach,1 = yes,originally (Q4),,4) What barriers do you experience in teaching data management? It is not appropriate at the level I teach.   1 = yes,,
Q45_5,What barriers do you experience in teaching data management?   ,It isn't relevant to the courses I teach,1 = yes,originally (Q4),,4) What barriers do you experience in teaching data management? t isn't relevant to the courses I teach.  1 = yes,,
Q45_6,What barriers do you experience in teaching data management?   ,Students are getting this information in other ways,1 = yes,originally (Q4),,4) What barriers do you experience in teaching data management? Students are getting this information in other ways.   1 = yes,,
Q45_7,What barriers do you experience in teaching data management?   ,other,1 = yes,originally (Q4),,4) What barriers do you experience in teaching data management? Other.    1 = yes,,
Q45_7_TEXT,What barriers do you experience in teaching data management?   ,other text,,originally (Q4),,4) What barriers do you experience in teaching data management? Other Text,,
Q46,"To also help us serve scientists’ research process needs, would you be willing to answer 4 additional short questions?",NA,"1 = yes, 2 = no, 9 = NA",originally (QFilter1),,"Filter1) To also help us serve scientists’ research process needs, would you be willing to answer 4 additional short questions?  1 = Yes, 2 = No,  9 = NA",,
Q47_1,When I need to analyze data to answer a research question…,I make a plan to generate or collect the data I need myself,"1 = agree strongly, 2 = agree somewhat, 3 = neither agree nor disagree, 4 = disagree somewhat, 5 = disagree strongly, 6 = not sure",originally (Q14A),,"14A) When I need to analyze data to answer a research question, I make a plan to generate or collect the data I need myself.  1 = agree strongly, 2 = agree somewhat, 3 = neither agree nor disagree, 4 = disagree somewhat, 5 = disagree strongly, 6 = not sure",,
Q47_2,When I need to analyze data to answer a research question…,I make a plan to generate or collect the data I need within my research team,"1 = agree strongly, 2 = agree somewhat, 3 = neither agree nor disagree, 4 = disagree somewhat, 5 = disagree strongly, 6 = not sure",originally (Q14A),,"14A) When I need to analyze data to answer a research question, I make a plan to generate or collect the data I need within my research team.  1 = agree strongly, 2 = agree somewhat, 3 = neither agree nor disagree, 4 = disagree somewhat, 5 = disagree strongly, 6 = not sure",,
Q47_3,When I need to analyze data to answer a research question…,"When I need to analyze data to answer a research question, I ask colleagues if they have data I can use for analysis","1 = agree strongly, 2 = agree somewhat, 3 = neither agree nor disagree, 4 = disagree somewhat, 5 = disagree strongly, 6 = not sure",originally (Q14A),,"14A) When I need to analyze data to answer a research question, I ask colleagues if they have data I can use for analysis.  1 = agree strongly, 2 = agree somewhat, 3 = neither agree nor disagree, 4 = disagree somewhat, 5 = disagree strongly, 6 = not sure",,
Q47_4,When I need to analyze data to answer a research question…,"When I need to analyze data to answer a research question, I search for data to use for analysis","1 = agree strongly, 2 = agree somewhat, 3 = neither agree nor disagree, 4 = disagree somewhat, 5 = disagree strongly, 6 = not sure",originally (Q14A),,"14A) When I need to analyze data to answer a research question, I search for data to use for analysis.  1 = agree strongly, 2 = agree somewhat, 3 = neither agree nor disagree, 4 = disagree somewhat, 5 = disagree strongly, 6 = not sure",,
Q47_5,When I need to analyze data to answer a research question…,"When I need to analyze data to answer a research question, I ask colleagues if they know of data I can use for analysis","1 = agree strongly, 2 = agree somewhat, 3 = neither agree nor disagree, 4 = disagree somewhat, 5 = disagree strongly, 6 = not sure",originally (Q14A),," 14A) When I need to analyze data to answer a research question, I ask colleagues if they know of data I can use for analysis.  1 = agree strongly, 2 = agree somewhat, 3 = neither agree nor disagree, 4 = disagree somewhat, 5 = disagree strongly, 6 = not sure",,
3+4+5,sum of Q47_3 + Q47_4 + Q47_5,NA,"1 = agree strongly, 2 = agree somewhat, 3 = neither agree nor disagree, 4 = disagree somewhat, 5 = disagree strongly, 6 = not sure",calculation field,,Sum of Q47_3 + Q47_4 + Q47_5,,
Q47_6,When I need to analyze data to answer a research question…,I talk to a librarian about my data needs,"1 = agree strongly, 2 = agree somewhat, 3 = neither agree nor disagree, 4 = disagree somewhat, 5 = disagree strongly, 6 = not sure",originally (Q14A),,"14A) When I need to analyze data to answer a research question, I talk to a librarian about my data needs.   1 = agree strongly, 2 = agree somewhat, 3 = neither agree nor disagree, 4 = disagree somewhat, 5 = disagree strongly, 6 = not sure",,
Q47_7,When I need to analyze data to answer a research question…,I ask colleagues if they know of data I can use for analysis,"1 = agree strongly, 2 = agree somewhat, 3 = neither agree nor disagree, 4 = disagree somewhat, 5 = disagree strongly, 6 = not sure",originally (Q14A),,"14A) When I need to analyze data to answer a research question, I ask colleagues if they know of data I can use for analysis.   1 = agree strongly, 2 = agree somewhat, 3 = neither agree nor disagree, 4 = disagree somewhat, 5 = disagree strongly, 6 = not sure",,
Q48,How often do you conduct research in Which some or all of the data analyzed was collected by someone besides yourself or members of your immediate research team?  (Choose the one best answer.)   ,NA,"1 = Never, 2 = Seldom, 3 = Occasionally, 4 = Frequently, 5 = Always",originally (Q14B),,"14B) How often do you conduct research in which some or all of the data analyzed was collected by someone besides yourself or members of your immediate research team?  (Choose the one best answer.)   1 = Never, 2 = Seldom, 3 = Occasionally, 4 = Frequently, 5 = Always",,
factor 1,factor 1,NA,,calculation field,,Factor 1,,
Nothing ,Nothing ,NA,,Nothing ,,Nothing ,,
Q49_1,Conducting research in which some or all of the data analyzed was collected by others besides myself or members of my immediate research team…,saves time,,originally (Q14C),,"14C) Conducting research in which some or all of the data analyzed was collected by others besides myself or members of my immediate research team... saves time.  1 = agree strongly, 2 = agree somewhat, 3 = neither agree nor disagree, 4 = disagree somewhat, 5 = disagree strongly, 6 = not sure",,
Q49_2,Conducting research in which some or all of the data analyzed was collected by others besides myself or members of my immediate research team…,is efficient,"1 = agree strongly, 2 = agree somewhat, 3 = neither agree nor disagree, 4 = disagree somewhat, 5 = disagree strongly, 6 = not sure",originally (Q14C),,"14C) Conducting research in which some or all of the data analyzed was collected by others besides myself or members of my immediate research team... is efficient.   1 = agree strongly, 2 = agree somewhat, 3 = neither agree nor disagree, 4 = disagree somewhat, 5 = disagree strongly, 6 = not sure",,
Q49_3,Conducting research in which some or all of the data analyzed was collected by others besides myself or members of my immediate research team…,is easier than having to collect all my own data for analysis,"1 = agree strongly, 2 = agree somewhat, 3 = neither agree nor disagree, 4 = disagree somewhat, 5 = disagree strongly, 6 = not sure",originally (Q14C),,"14C) Conducting research in which some or all of the data analyzed was collected by others besides myself or members of my immediate research team...  is easier than having to collect all my own data for analysis.  1 = agree strongly, 2 = agree somewhat, 3 = neither agree nor disagree, 4 = disagree somewhat, 5 = disagree strongly, 6 = not sure",,
Q49_4,Conducting research in which some or all of the data analyzed was collected by others besides myself or members of my immediate research team…,is hard to explain in methods section,"1 = agree strongly, 2 = agree somewhat, 3 = neither agree nor disagree, 4 = disagree somewhat, 5 = disagree strongly, 6 = not sure",originally (Q14C),,"14C) Conducting research in which some or all of the data analyzed was collected by others besides myself or members of my immediate research team...  is hard to explain in methods section.  1 = agree strongly, 2 = agree somewhat, 3 = neither agree nor disagree, 4 = disagree somewhat, 5 = disagree strongly, 6 = not sure",,
Q49_5,Conducting research in which some or all of the data analyzed was collected by others besides myself or members of my immediate research team…,requires too much trust in others’ methods,"1 = agree strongly, 2 = agree somewhat, 3 = neither agree nor disagree, 4 = disagree somewhat, 5 = disagree strongly, 6 = not sure",originally (Q14C),,"14C) Conducting research in which some or all of the data analyzed was collected by others besides myself or members of my immediate research team...  requires too much trust in others’ methods.  1 = agree strongly, 2 = agree somewhat, 3 = neither agree nor disagree, 4 = disagree somewhat, 5 = disagree strongly, 6 = not sure",,
Q49_6,Conducting research in which some or all of the data analyzed was collected by others besides myself or members of my immediate research team…,improves my results,"1 = agree strongly, 2 = agree somewhat, 3 = neither agree nor disagree, 4 = disagree somewhat, 5 = disagree strongly, 6 = not sure",originally (Q14C),,"14C) Conducting research in which some or all of the data analyzed was collected by others besides myself or members of my immediate research team...  improves my results.   1 = agree strongly, 2 = agree somewhat, 3 = neither agree nor disagree, 4 = disagree somewhat, 5 = disagree strongly, 6 = not sure",,
Q49_7,Conducting research in which some or all of the data analyzed was collected by others besides myself or members of my immediate research team…,helps me answer my research questions,"1 = agree strongly, 2 = agree somewhat, 3 = neither agree nor disagree, 4 = disagree somewhat, 5 = disagree strongly, 6 = not sure",originally (Q14C),,"14C) Conducting research in which some or all of the data analyzed was collected by others besides myself or members of my immediate research team... helps me answer my research questions.   1 = agree strongly, 2 = agree somewhat, 3 = neither agree nor disagree, 4 = disagree somewhat, 5 = disagree strongly, 6 = not sure",,
Q49_8,Conducting research in which some or all of the data analyzed was collected by others besides myself or members of my immediate research team…,is harder than conducting research using only my own data,"1 = agree strongly, 2 = agree somewhat, 3 = neither agree nor disagree, 4 = disagree somewhat, 5 = disagree strongly, 6 = not sure",originally (Q14C),,"14C) Conducting research in which some or all of the data analyzed was collected by others besides myself or members of my immediate research team...  is harder than conducting research using only my own data.   1 = agree strongly, 2 = agree somewhat, 3 = neither agree nor disagree, 4 = disagree somewhat, 5 = disagree strongly, 6 = not sure",,
Q49_9,Conducting research in which some or all of the data analyzed was collected by others besides myself or members of my immediate research team…,takes longer than conducting research with only my own data,"1 = agree strongly, 2 = agree somewhat, 3 = neither agree nor disagree, 4 = disagree somewhat, 5 = disagree strongly, 6 = not sure",originally (Q14C),,"14C) Conducting research in which some or all of the data analyzed was collected by others besides myself or members of my immediate research team...  takes longer than conducting research with only my own data.   1 = agree strongly, 2 = agree somewhat, 3 = neither agree nor disagree, 4 = disagree somewhat, 5 = disagree strongly, 6 = not sure",,
Q50_1,Tell us what concerns keep you from conducting research in which some or all of the data analyzed was collected by others besides yourself or members of your immediate research team.,I only receive career advancement credit for working with data I collect myself.,"1 = agree strongly, 2 = agree somewhat, 3 = neither agree nor disagree, 4 = disagree somewhat, 5 = disagree strongly, 6 = not sure",originally (Q14D),,"14D) Tell us what concerns keep you from conducting research in which some or all of the data analyzed was collected by others besides yourself or members of your immediate research team. I only receive career advancement credit for working with data I collect myself.      1 = agree strongly, 2 = agree somewhat, 3 = neither agree nor disagree, 4 = disagree somewhat, 5 = disagree strongly, 6 = not sure",,
Q50_2,Tell us what concerns keep you from conducting research in which some or all of the data analyzed was collected by others besides yourself or members of your immediate research team.,I don’t trust others’ data collection methods,"1 = agree strongly, 2 = agree somewhat, 3 = neither agree nor disagree, 4 = disagree somewhat, 5 = disagree strongly, 6 = not sure",originally (Q14D),,"14D) Tell us what concerns keep you from conducting research in which some or all of the data analyzed was collected by others besides yourself or members of your immediate research team. I don’t trust others’ data collection methods.     1 = agree strongly, 2 = agree somewhat, 3 = neither agree nor disagree, 4 = disagree somewhat, 5 = disagree strongly, 6 = not sure",,
Q50_3,Tell us what concerns keep you from conducting research in which some or all of the data analyzed was collected by others besides yourself or members of your immediate research team.,Lack of adequate metadata,"1 = agree strongly, 2 = agree somewhat, 3 = neither agree nor disagree, 4 = disagree somewhat, 5 = disagree strongly, 6 = not sure",originally (Q14D),,"14D) Tell us what concerns keep you from conducting research in which some or all of the data analyzed was collected by others besides yourself or members of your immediate research team. Lack of adequate metadata.     1 = agree strongly, 2 = agree somewhat, 3 = neither agree nor disagree, 4 = disagree somewhat, 5 = disagree strongly, 6 = not sure",,
Q50_4,Tell us what concerns keep you from conducting research in which some or all of the data analyzed was collected by others besides yourself or members of your immediate research team.,Not knowing how to share credit,"1 = agree strongly, 2 = agree somewhat, 3 = neither agree nor disagree, 4 = disagree somewhat, 5 = disagree strongly, 6 = not sure",originally (Q14D),,"14D) Tell us what concerns keep you from conducting research in which some or all of the data analyzed was collected by others besides yourself or members of your immediate research team. Not knowing how to share credit.      1 = agree strongly, 2 = agree somewhat, 3 = neither agree nor disagree, 4 = disagree somewhat, 5 = disagree strongly, 6 = not sure",,
Q50_5,Tell us what concerns keep you from conducting research in which some or all of the data analyzed was collected by others besides yourself or members of your immediate research team.,I don’t have enough information about their data to feel confident using it.,"1 = agree strongly, 2 = agree somewhat, 3 = neither agree nor disagree, 4 = disagree somewhat, 5 = disagree strongly, 6 = not sure",originally (Q14D),,"14D) Tell us what concerns keep you from conducting research in which some or all of the data analyzed was collected by others besides yourself or members of your immediate research team. I don’t have enough information about their data to feel confident using it.     1 = agree strongly, 2 = agree somewhat, 3 = neither agree nor disagree, 4 = disagree somewhat, 5 = disagree strongly, 6 = not sure",,
Q50_6,Tell us what concerns keep you from conducting research in which some or all of the data analyzed was collected by others besides yourself or members of your immediate research team.,It’s too hard to explain in my research outputs,"1 = agree strongly, 2 = agree somewhat, 3 = neither agree nor disagree, 4 = disagree somewhat, 5 = disagree strongly, 6 = not sure",originally (Q14D),,"14D) Tell us what concerns keep you from conducting research in which some or all of the data analyzed was collected by others besides yourself or members of your immediate research team. It’s too hard to explain in my research outputs.     1 = agree strongly, 2 = agree somewhat, 3 = neither agree nor disagree, 4 = disagree somewhat, 5 = disagree strongly, 6 = not sure",,
Q50_7,Tell us what concerns keep you from conducting research in which some or all of the data analyzed was collected by others besides yourself or members of your immediate research team.,I don’t like working with others,"1 = agree strongly, 2 = agree somewhat, 3 = neither agree nor disagree, 4 = disagree somewhat, 5 = disagree strongly, 6 = not sure",originally (Q14D),,"14D) Tell us what concerns keep you from conducting research in which some or all of the data analyzed was collected by others besides yourself or members of your immediate research team. I don’t like working with others.     1 = agree strongly, 2 = agree somewhat, 3 = neither agree nor disagree, 4 = disagree somewhat, 5 = disagree strongly, 6 = not sure",,
Q50_8,Tell us what concerns keep you from conducting research in which some or all of the data analyzed was collected by others besides yourself or members of your immediate research team.,I feel pressure to collect my own data,"1 = agree strongly, 2 = agree somewhat, 3 = neither agree nor disagree, 4 = disagree somewhat, 5 = disagree strongly, 6 = not sure",originally (Q14D),,"14D) Tell us what concerns keep you from conducting research in which some or all of the data analyzed was collected by others besides yourself or members of your immediate research team. I feel pressure to collect my own data.     1 = agree strongly, 2 = agree somewhat, 3 = neither agree nor disagree, 4 = disagree somewhat, 5 = disagree strongly, 6 = not sure",,
Q50_9,Tell us what concerns keep you from conducting research in which some or all of the data analyzed was collected by others besides yourself or members of your immediate research team.,Other,"1 = agree strongly, 2 = agree somewhat, 3 = neither agree nor disagree, 4 = disagree somewhat, 5 = disagree strongly, 6 = not sure",originally (Q14D),,"14D) Tell us what concerns keep you from conducting research in which some or all of the data analyzed was collected by others besides yourself or members of your immediate research team. Other.     1 = agree strongly, 2 = agree somewhat, 3 = neither agree nor disagree, 4 = disagree somewhat, 5 = disagree strongly, 6 = not sure",,
Q50_9_TEXT,Tell us what concerns keep you from conducting research in which some or all of the data analyzed was collected by others besides yourself or members of your immediate research team.,Other text,"1 = agree strongly, 2 = agree somewhat, 3 = neither agree nor disagree, 4 = disagree somewhat, 5 = disagree strongly, 6 = not sure",originally (Q14D),,14D) Tell us what concerns keep you from conducting research in which some or all of the data analyzed was collected by others besides yourself or members of your immediate research team. Other text,,
Q50_10,Unknown answer in .sav file,NA,,Unknown answer in .sav file,,Unknown answer in .sav file,,
Q50_11,Unknown answer in .sav file,NA,,Unknown answer in .sav file,,Unknown answer in .sav file,,
Q9Count,of the Q9 choices,NA,,calculation field,sum of the Q9 choices,,,
Q10Count,of the Q10 choices,NA,,calculation field,sum of the Q10 choices,,,
Q16Count,of the Q16 choices,NA,,calculation field,sum of the Q16 choices,,,
RschIntensive,unknown how this was scored,NA,,unknown how this was scored,unknown how this was scored,,,
TeachIntensive,unknown how this was scored,NA,,unknown how this was scored,unknown how this was scored,,,
AgeCategory,unknown how this was scored,NA,,unknown how this was scored,unknown how this was scored,,,
Continents,unknown how this was scored,NA,,unknown how this was scored,unknown how this was scored,,,
filter_dollarsign,unknown how this was scored,NA,,unknown how this was scored,unknown how this was scored,,,
,,,,,,,,
,,,,,,,,
