V1,ID2,V8,V9,V10,Q1,Q2,Q2_TEXT,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_7_TEXT,Q4,Q4_TEXT,Q5,Q5_TEXT,Q6,Q7,Q8,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q9_10_TEXT,Q9_11,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q10_11,Q10_12,Q10_13,Q10_13_TEXT,Q10_14,Q11,Q11_TEXT,Q12,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q13_10,Q13_11,Q13_12,Q13_13,Q13_14,Q13_15,Q13_16,Q13_17,Q13_17_TEXT,Q13_18,Q13_18_TEXT,Q13_19,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_9,Q14_10,Q14_10_TEXT,Q14_11,Q14_12,Q14_13,Q15,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q16_9,Q16_10,Q16_11,Q16_12, Q16 # of NO's, Q16 # of YES's,Q16_12_TEXT,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q18_1,Q18_2,Q18_3,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q19_7,Q19_8,Q19_9,Q19_10,Q19_11,Q19_12,Q20_1,Q20_2,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q21_7,Q21_7_TEXT,Q22_1,Q22_2,Q22_3,Q22_4,Q23_1,Q23_2,Q23_3,Q23_4,Q23_5,Q23_6,Q23_7,Q23_7_TEXT,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_7,Q24_7_TEXT,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q25_7,Q25_7_TEXT,Q26_1,Q26_2,Q26_3,Q26_4,Q26_5,Q26_6,Q26_7,Q26_7_TEXT,Q27_1,Q27_2,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_7_TEXT,Q29_1,Q29_2,Q30_1,Q30_2,Q30_3,Q30_4,Q30_5,Q30_6,Q30_7,Q30_7_TEXT,Q31_1,Q31_2,Q31_3,Q31_4,Q31_5,Q32_1,Q32_2,Q32_3,Q32_4,Q32_5,Q32_6,Q32_7,Q32_8,Q33,Q34,Q35_1,Q35_2,Q35_3,Q35_4,Q35_5,Q35_6,Q35_7,Q35_8,Q36,Q37,Q38_1,Q38_2,Q38_3,Q38_4,Q38_5,Q38_6,Q38_7,Q38_8,Q39,Q40_1,Q40_2,Q40_3,Q40_4,Q40_5,Q40_6,Q40_7,Q40_8,Q40_9,Q40_10,Q40_11,Q40_11_TEXT,Q41,Q42,Q43_1_1,Q43_1_2,Q43_1_3,Q43_1_4,Q43_1_5,Q43_2_1,Q43_2_2,Q43_2_3,Q43_2_4,Q43_2_5,Q43_3_1,Q43_3_2,Q43_3_3,Q43_3_4,Q43_3_5,Q43_4_1,Q43_4_2,Q43_4_3,Q43_4_4,Q43_4_5,Q43_5_1,Q43_5_2,Q43_5_3,Q43_5_4,Q43_5_5,Q43_6_1,Q43_6_2,Q43_6_3,Q43_6_4,Q43_6_5,Q43_7_1,Q43_7_2,Q43_7_3,Q43_7_4,Q43_7_5,Q43_8_1,Q43_8_2,Q43_8_3,Q43_8_4,Q43_8_5,Q43_9_1,Q43_9_2,Q43_9_3,Q43_9_4,Q43_9_5,Q43_10_1,Q43_10_2,Q43_10_3,Q43_10_4,Q43_10_5,Q43_11_1,Q43_11_2,Q43_11_3,Q43_11_4,Q43_11_5,Q43_12_1,Q43_12_2,Q43_12_3,Q43_12_4,Q43_12_5,Q43_12_TEXT,Q44,Q45_1,Q45_2,Q45_3,Q45_4,Q45_5,Q45_6,Q45_7,Q45_7_TEXT,Q46,Q47_1,Q47_2,Q47_3,Q47_4,Q47_5,3+4+5,Q47_6,Q47_7,Q48,factor 1,,Q49_1,Q49_2,Q49_3,Q49_4,Q49_5,Q49_6,Q49_7,Q49_8,Q49_9,Q50_1,Q50_2,Q50_3,Q50_4,Q50_5,Q50_6,Q50_7,Q50_8,Q50_9,Q50_9_TEXT,Q50_10,Q50_11,Q9Count,Q10Count,Q16Count,RschIntensive,TeachIntensive,AgeCategory,Continents,filter
R_0kbBvfxXtVuo05L,894,11/14/2013,11/14/2013,1,1,1, ,0,0,0,0,0,0,0, ,6, ,6, ,2,6,92,1,1,1,1,0,1,0,0,0,0, , ,2,2,2,2,2,2,2,2,2,2,2,1,2, , ,1, ,3, , , , , , , ,1, , , , , , , , , , , , , ,5,2,5,4,2,2,5,5,5, , , , , ,3,2,2,2,2,2,2,2,2,1,1,2,2,10,2, ,5,4,4,6,4,4,6,6,4,3,4,1,3,3,1,3,3,3,3,3,1,1,3,5,5, , , , , , , , ,3,3,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,6, , , , , , , , ,6,6, , , , , , , , ,5,4,5,5,5,5,5,4,5,4,5,5,5,1,1, , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,3,2,1,3,4.8632,,1,1,2,1,1,2,2,2,2,3,1,6,2,1,3,5,3, , , , ,5,1,2,0,0,1,2,0
R_0MLnqazSIdhZDZX,968,11/18/2013,11/18/2013,1,1,1, ,30,15,0,30,10,15,0, ,9, ,5, ,2,6,87,0,0,1,0,1,1,0,0,1,0, , ,2,2,2,2,2,2,2,2,2,2,2,1,2, , ,6, ,2, , , , , , , , , , , , , , , , , , , , ,1,1,1,4,2,1,1,1,3,1, , , , , ,2,2,2,2,1,2,1,1,1,2,2,2,2,8,4, ,4,2,2,2,2,4,3,3,4,4,1,3,1,1,2,2,2,2,1,1,2,1,1,2,1, , , , , , , , ,4,4,2,2, ,1, , , , ,1,Data management course, ,1, , , , ,1,data management course, , , , , , , , , , , , , , , , ,3,3, , , , , , , , ,1,1, , , , , , , , ,5,5,2,4,4,5,5,4,4,2,5,5,4,1,5, ,1,1, , , , , ,2,2, , , , , , , , ,1,1, ,1, , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,4,1,1,6,2,5,4,4.2195,,1,1,2,2,2,1,3,4,4,5,4,1,2,2,4,5,2, , , , ,4,1,4,0,0,1,2,0
R_0MVF0iVcAncpOlL,979,11/18/2013,11/18/2013,1,1,1, ,5,5,0,25,5,50,10, ,12, ,11, ,2,2,76,0,0,0,0,0,1,0,0,0,0, , ,2,2,2,1,1,2,2,2,2,2,2,2,2, , ,1, ,1, , , , , , ,1,1, , , , , , , , , , , , , ,4,5,5,4,5,3,2,2,1, , , , , ,3,2,2,2,1,2,1,2,1,2,2,2,2,9,3, ,4,4,4,4,4,4,4,4,5,4,5,3,1,1,1,1,1,1,1,1,3,1,1,4,3,1, ,1, ,1,1, , ,4,4,4,4,1, ,1, ,1,1, , , , , , ,1, , , , , , , ,1, , , , , , , ,1, , , ,4,4, , , , ,1, , , ,4,4, , , , ,1, , , ,5,4,5,5,5,4,5,4,4,4,5,5,4,1,4, , ,1, , , , , ,1,1,6,6,6,6,6,6,6, ,1,1,1,1,1,1,1,1, ,1,1, , ,1,2, , , ,1, , , , ,1, , , , ,1, , , , ,1, , , , ,1, , , , ,1, , , , ,1, , , , ,1, , , , ,1, , , , ,1, , , , ,1, , , , , , , ,4,1, , , , , ,1,little interest,1,4,2,2,1,1,4,2,1,2,6.803,,2,2,2,2,2,2,3,4,3,6,2,1,4,2,3,6,2, , , , ,1,2,3,0,0,1,2,1
R_0NZthB69zB3ewCh,813,11/4/2013,11/4/2013,0,1,2, ,10,10,0,50,0,30,0, ,8, ,5, ,72, ,83,1,0,1,1,0,1,1,0,1,0, , ,2,2,2,2,2,1,1,2,2,2,2,2,2, , ,3, , ,1,1, , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9, , , , , ,, , , ,,, , , , , , , , , , , , , , , , , , , , , ,6,2, ,1,0,1,2, 
R_0oinY12AKYZZ9pb,877,11/14/2013,11/14/2013,1,1,1, ,5,5,0,15,0,5,70,software development,8, ,10,Staff,2,6,89,1,1,1,0,0,1,0,0,0,0, , ,1,1,2,1,2,2,2,2,2,2,1,2,2, , ,1, ,2, , , ,1,1, , , , , , , , , , , , , ,1,VegBank, ,4,2,4,4,1,1,1,1,1, , , , , ,2,1,2,1,2,2,2,2,1,2,2,2,2,9,3, ,4,2,4,2,2,2,2,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3, , , , , , , , ,1,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, , , , , , , , ,1,1, , , , , , , , ,5,4,5,5,5,5,5,5,1,4,5,2,5,1,3, , , , , , , , ,2,2, , , , , , , , ,2, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,4,4,4,12,5,5,3,10.9956,,3,5,3,1,1,2,2,3,1,3,1,1,2,1,1,3,2, , , , ,4,4,3,0,0,1,2,0
R_0OOAs815PMCuehv,563,10/25/2013,10/25/2013,0,1,1, ,10,0,0,20,10,60,0, ,12, ,5, ,2,36,76,0,0,0,0,1,0,0,0,1,0, , ,1,2,2,2,2,2,2,2,2,2,2,2,1,DDI (Data Documentation Initiative), ,1, ,1, , , , , , , , , , , , , , , , ,1,ICPSR (Inter-university Consortium of Political and Social Research),1,Dataverse Network, ,1,1,2,2,1,2,1,1,1,1, , , , ,2,2,2,1,2,2,2,2,2,2,1,2,2,10,2, ,4,4,5,5,4,4,4,4,4,5,3,2,2,1,2,2,2,2,2,2,1,2,1,4,5, , , , , ,1, , ,5,5,5,5, , , , , ,1, , , , , , , ,1, , , , , , , ,1, , , , , , , ,1, , ,1,1, , , , , , , , ,5,5, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9, , , , , ,, , , ,,, , , , , , , , , , , , , , , , , , , , , ,2,2,2,0,0,1,2, 
R_0qCcf9kCasqqOY5,282,10/27/2013,10/27/2013,1,1,1, ,5,10,0,50,10,20,5,Undisclosed,5, ,5, ,2,16,84,0,0,1,1,1,1,0,0,0,0, , ,2,2,2,2,2,1,2,1,2,1,1,2,2, , ,1, ,1,1, , , , , , , , , , , , , , , , , , , , ,3,2,2,2,2,2,1,1,1,1, , , , ,2,2,2,1,2,2,2,2,2,2,2,2,2,11,1, ,4,4,3,3,4,5,4,3,4,5,3,1,1,1,2,1,3,2,1,2,1,1,1,3,3, , , , , , , , ,5,4,4,5, ,1,1, , ,1, , , , , , , ,1, , , , , , , ,1, , ,1,1, , , , , , ,3,3, , , , , , , , ,4,3,1, , , , , , , ,5,4,5,5,3,3,3,3,5,2,4,5,3,3, , , , , , , , , , ,3, , , , , , , , ,2, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,4,1,2,3,2,7,3,2,3,9.9529,,2,4,4,1,3,3,2,3,3,3,3,2,3,3,3,6,6,3, , , ,4,4,1,1,0,1,2,0
R_0qtq4vAmXl1iEkd,369,10/29/2013,10/29/2013,1,1,1, ,0,0,0,50,50,0,0, ,4, ,2, ,2,16,78,0,0,1,0,0,0,0,0,0,0, ,1,2,2,2,2,2,2,2,2,2,2,2,1,2, , ,6, ,1, , , , , , , , , , , , , , , , , , , , ,1,3,2, ,3, , , , , , , , , , ,2,2,2,1,2,2,2,2,1,2,1,2,2,9,3, ,4,4,5,5,4,4,6,5,4,5,2,1,1,3,1,3,2,2,2,2,2,1,2,4,4, , ,1, , , , , ,4,2,6,6,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,6, , , ,1, , , , ,4,3, , , , , ,1, , ,1,1,2,3,3,4,2,1,1,4,2,6,3,2, , , , , , , , , , ,2, , , , , , , , ,1,1, , , , , , ,1, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,4,1,2,7,5,5,3,4.1948,,1,1,1,4,2,4,2,4,5,5,3,6,5,4,4,5,3, , , , ,1,1,3,1,2,1,2,0
R_0TdSGzuksqKXXPn,141,10/25/2013,10/25/2013,1,1,1, ,5,0,0,70,5,20,0, ,11, ,8, ,33, ,84,0,0,1,0,0,0,0,0,0,0, , ,2,2,2,2,2,1,2,2,2,2,2,2,2, , ,1, ,2, , , , , , , , , , , , , , , , , , , , ,1,2, , ,4, , , ,2, , , , , , ,2,2,2,2,2,2,2,2,2,2,1,2,2,11,1, ,4,5,4,5,5,5,4,4,4,5,4,1,1,1,1,3,3,3,3,3,1,3,1,4,4,1, , , , , , , ,4,5,4,4,1, , , , , , , ,1, , , , , , , , , , , ,1, , , , , , , , ,1, , ,5,4, , , , ,1,1, , ,4,5, ,1, , , , , , ,4,5,4,5,5,4,5,4,5,5,5,4,5,2, , , , , , , , , , ,1,2,1,1,2,1,1,2,1,1,1,1, , ,1, ,1, , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1,1,1,3,2,2,3,6.247,,2,2,2,2,2,2,1,1,1,2,2,1,1,1,2,2,2,1, , , ,1,1,1,1,0,1,2,0
R_0TflLVbf2V4WUVD,227,10/25/2013,10/25/2013,1,1,1, ,40,0,0,20,10,30,0, ,3, ,9, ,2,21,79,1,1,1,1,0,1,0,0,0,0, , ,2,2,2,2,2,2,2,2,2,2,1,2,2, , ,7,private contracts,2, , , , , , , , , , , , , , , , , , , , ,1, ,4, ,4, , , , , , , , , , ,2,1,2,2,2,1,2,2,2,2,1,2,2,9,3, ,3,3,3,2,3,4,3,3,4,5,2,3,1,1,1,3,3,1,1,3,2,1,1,6,4,1, , , ,1,1, , ,4,4,3,3, , , , ,1,1, , , , , , ,1,1, , , , , , , , , , , , , , , , , , ,1,1, , , , , , , , ,1,1, , , , , , , , ,5,5,5,5,5,5,4,1,5,1,4,5,5,2, , , , , , , , , , ,3, , , , , , , , ,1,1,1,1,1,1,1,1, ,1,1, , ,1,2, ,1, , , , ,1, , , , ,1, , , , ,1, , , , , , , ,1, ,1, , , , , , ,1, , , , ,1, , , , , ,1, ,1, ,1, ,1,1, , , , , , , , , ,3, , ,1, , , , , ,1,1,1,1,1,2,4,5,5,3,13.8766,,4,4,5,6,1,4,3,2,2,3,2,2,3,2,2,5,3, , , , ,5,1,3,0,0,1,2,1
R_0VQ9iZY5O2nQ5mJ,860,11/14/2013,11/14/2013,1,1,1, ,0,0,0,50,40,10,0, ,3, ,5, ,2,52,90,1,1,0,0,0,0,1,0,0,0, , ,2,2,2,2,2,2,2,2,2,2,2,1,2, , ,1, ,1, , , , , , , ,1, , , , , , , , , , , , , ,4,1,4,4,2,1,1,1,1, , , , , ,1,2,2,2,2,2,2,2,2,2,1,2,2,11,1, ,4,4,4,4,4,4,3,3,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,6,6, , , , , , , , ,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , , , , , ,1,1, , , , , , , , ,4,3,4,4,3,4,4,2,4,3,4,4,4,2, , , , , , , , , , ,1,2,2,2,2,2,2,2,4,2, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,4,2,3,9,5,5,2,6.3913,,2,2,2,2,2,3,2,4,4,4,2,3,3,2,3,4,2,3, , , ,3,1,1,1,0,1,2,0
R_0wZsV6UKE7cJEFv,562,10/25/2013,10/25/2013,0,1,1, ,0,5,0,70,5,20,0, ,8, ,5, ,33, ,85,0,0,1,0,0,1,0,0,0,0, , ,2,2,2,2,2,2,2,2,2,2,1,2,2, , ,6, ,2,1, , , , , , , , ,1, , , , , , , , , , , ,2,1,1,2,1,1,1,1,2, , , , , ,1,2,2,1,2,2,2,2,2,2,2,2,2,11,1, ,4,4,3,5,4,4,4,4,4,4,2,2,2,2,1,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9, , , , , ,, , , ,,, , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,0,1,2, 
R_1BTRjOXbLDY4YKh,859,11/14/2013,11/14/2013,1,1,1, ,0,0,0,100,0,0,0, ,9, ,5, ,2,56,87,1,0,0,0,0,1,0,0,0,0, , ,2,2,2,1,2,2,2,2,2,2,2,2,2, , ,1, ,1, , , , , , , ,1, , , , , , , , , , , , , ,2,2, ,4, , , , , , , ,3, , ,1,2,2,2,2,2,2,2,2,2,2,2,1,11,1,Haven't made time yet,4,4,2,1,1,4,1,1,1,4,1,3,1,1,1,3,2,1,1,1,1,1,1,1,5, , ,1, ,1, , , ,2,4,4,4, , , , , , , , , , , , ,1, , , , , , , ,1, , , , , , , ,1, , , ,1,4, , , , ,1, , , ,1,4, , , , ,1, , , ,4,4,4,6,4,4,4,6,4,4,4,5,4,1,2, , , , , , , , ,2,1,6,6,6,6,6,6,6,6,1,1, ,1, , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,1,3,2,6,5,5,4,1.8553,,1,1,1,4,4,1,1,5,5,2,5,4,4,4,4,5,1, , , , ,2,1,1,1,0,1,2,0
R_1BvXTCZw5IFD6ZL,1175,11/21/2013,11/21/2013,0,1,1, ,0,75,0,10,15,0,0, ,1, ,2, ,2,33,75,0,0,0,1,0,1,0,0,0,0, , ,2,2,2,2,2,2,2,2,2,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9, , , , , ,, , , ,,, , , , , , , , , , , , , , , , , , , , , ,2,1, ,0,0,1,2, 
R_1FErhwOgcVQ404J,21,10/18/2013,10/18/2013,1,1,1, ,0,0,0,100,0,0,0, ,6, ,8, ,2,41,78,0,0,1,0,0,0,0,1,0,0, , ,2,2,2,2,2,2,2,2,2,2,1,2,2, , ,5, ,2, , , , , , , , , , , , , , , , , , , , ,1,1,1,4,4,4,1,1,1,1, , , , , ,4, , , , , , , , , , , , ,,, ,4,2,2,2,2,2,2,2,4,4,3,1,1,1,1,3,3,1,3,3,3,3,3,1,1, , , , , , , , ,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , , , , , ,1,1, , , , , , , , ,2,2,4,4,4,4,4,3,5,2,5,5,3,2, , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,2,4,2,8,4,5,3,7.3729,,2,2,2,4,2,3,3,3,3,3,1,1,1,1,1,4,3, , , , ,2,1, ,1,0,1,2,0
R_1HAs7HCNQPAYdCZ,631,11/3/2013,11/3/2013,1,1,1, ,20,0,0,45,30,5,0, ,12, ,2, ,2,17,83,0,0,1,1,1,1,0,0,1,0, ,1,2,2,2,2,2,2,2,2,2,2,2,1,2, , ,1, ,1, , , , , , , , , , , , , , , , , , , , ,1,2,2,3, , , , , , , , , , , ,1,2,2,2,2,2,1,2,1,2,2,2,2,10,2, ,4,4,4,4,4,5,3,3,4,5,1,1,1,1,1,2,2,2,2,2,1,1,2,5,5, ,1,1,1, ,1, , ,5,5,6,4, ,1,1, , ,1, , ,1,1, , , , , , , , , , , , , , , ,1, , , , , , ,6,6, , , , , , , , ,4,4, , ,1, , , , , ,2,1,4,5,5,4,2,1,4,5,4,2,4,3, , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,4,4,4,12,5,5,2,13.3419,,4,4,4,2,2,5,3,3,3,3,2,4,2,2,2,5,5, , , , ,5,1,2,0,0,1,2,0
R_1MsTwVNAyeQgnu5,422,10/24/2013,10/24/2013,0,1,1, ,0,0,0,0,0,60,40,service,12, ,5, ,183,48,75,0,0,1,0,1,1,0,0,1,0, , ,1,2,2,2,2,2,2,2,2,1,2,2,2, , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9, , , , , ,, , , ,,, , , , , , , , , , , , , , , , , , , , , ,4,2, ,0,0,1,2, 
R_1OhM28eUHy0aoDz,1076,11/15/2013,11/15/2013,0,1,1, ,0,0,0,55,15,30,0, ,9, ,8, ,2,32,79,0,1,0,1,0,0,0,0,0,0, , ,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,1, ,3, , , , , , , , , , , , , , , , , , , , , ,4, , ,3, , ,2, , , , , , , ,2,2,2,2,2,1,2,2,2,2,2,2,2,11,1, ,5,4,5,4, ,4, ,4,4,3,4,1,1,1,1,1,3,1,3,3,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9, , , , , ,, , , ,,, , , , , , , , , , , , , , , , , , , , , ,2, ,1,1,0,1,2, 
R_1R2Q5dFDpLfgkmN,336,10/28/2013,10/28/2013,1,1,1, ,0,0,0,100,0,0,0, ,2, ,8, ,2,6,80,0,0,1,0,0,1,0,0,0,0, , ,2,2,2,2,2,2,2,2,2,2,1,2,2, , ,1, ,1, , , , , , , , , ,1, , , , , , , , , , , ,3,3,3,4,1,3,1,1,1,1, , , , ,3,2,2,2,2,2,2,2,2,2,2,2,1,11,1,not yet finalized, , , , , , , , ,5,2,5,2,1,1,1,2,2,2,2,2,3,3,2,6,6, , , , , , , , ,6,6,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,6, , , , , , , , ,6,6, , , , , , , , ,2,4,4,6,6,5,5,5,3,4,5,5,5,2, , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , ,, , , ,,, , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,0,1,2,0
R_1RENAFxGTIOteyV,1245,1/27/2014,1/27/2014,0,1,5,Government Contractor,0,0,0,0,0,70,0, ,12, ,14, ,2,10,83, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9, , , , , ,, , , ,,, , , , , , , , , , , , , , , , , , , , , , , , ,0,0,1,2, 
R_1SoL05JvYGP1m9T,1064,11/14/2013,11/14/2013,0,1,1, ,0,25,0,50,25,0,0, ,2, ,5, ,2,30,90,0,0,0,0,0,0,1,1,0,0, , ,2,2,2,2,2,2,2,2,2,2,2,1,2, , ,1, ,1, , , , , , , ,1, , , , , , , , , , , , , ,2,3,1,2,2,2,1,2,1, , , , , ,3,2,2,2,2,2,2,2,2,2,1,2,2,11,1, ,5,5,5,5,5,5,5,5,4,3,3,1,1,1,2,3,1,1,1,1,1,1,1,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9, , , , , ,, , , ,,, , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,0,1,2, 
