"","16_12_09","06_16_13_1","06_16_13_2","06_16_13_3","06_16_13_4","06_16_13_5","06_16_13_6","06_16_13_7","07_17_14_1","07_17_14_2","07_17_14_3","08_20_16_1","08_20_16_2","08_22_18","09_31_20_1","09_31_20_2","09_31_20_3","09_31_20_4","09_31_20_5","10_32_19_1","10_32_19_2","10_32_19_3","10_32_19_4","10_32_19_5","10_32_19_6","10_32_19_7","10_32_19_8","11_19_15_1","11_19_15_2","11_19_15_3","11_19_15_4","11_19_15_5","11_19_15_6","11_19_15_7","11_19_15_8","11_19_15_9","11_19_15_10","11_19_15_11","work_sector","domain","funding_agency","region","survey_label","dim_1","dim_2","contrib","sl_10_32_19_2","sl_10_32_19_3","sl_11_19_15_7"
"10141","1","1","2","2","1","2","2","2","2","2","3","2","2","2","1","3","2","2","3","1","1","1","4","3","1","1","3","2","1","1","1","2","2","1","2","2","2","2","1","Natural science","Federal/national government","USACanada","S3",-2.85708115718976,0.228635969284324,0.0439633402568577,"S3_1","S3_1","S3_1"
"10151","1","2","2","2","2","2","2","1","2","2","2","2","2","2","1","1","2","2","2","1","1","1","3","4","1","1","3","2","1","1","1","1","2","2","1","2","2",NA,"1","Physical science","Federal/national government","USACanada","S3",-2.26506888593886,0.722597988530965,0.0302501824629901,"S3_1","S3_1","S3_2"
"10161","1","2","2","2","2","2","2","2","2","2","4","4","4","2","1","1","1","1","1","1","1","1","4","4","1","1","1","2","1","1","1","2","1","2","2","2","2","2","1","Physical science","Federal/national government","USACanada","S3",-4.08573596151224,-0.44048395446275,0.0903717152631367,"S3_1","S3_1","S3_2"
"10171","1","2","2","2","2","2","1","2","2","2","3","2","2","2","1","2","2","2","2","1","1","1","5","2","1","1","1","2","1","1","2","2","2","2","2","2","2","2","1","Physical science","Federal/national government","USACanada","S3",-4.61971407497799,0.974297021129249,0.119289720848646,"S3_1","S3_1","S3_2"
"10181","1","1","1","2","1","1","2","2","2","2","3","4","4","2","3","4","1","1","1","2","3","4","1","4","1","1","3",NA,"1","1","1",NA,"1","1","1",NA,"1",NA,"1","Natural science","Federal/national government","USACanada","S3",1.97707403841759,-2.22797578142054,0.0474819900099933,"S3_3","S3_4","S3_1"
"10191","1","1","1","2","2","2","1","2","2","2","3","3","2","2","2","4","2","2","1","2","2","2","3","2","2","1","2",NA,"1","1","2","2","2","2","2","2","2","2","1","Physical science","Federal/national government","USACanada","S3",-1.57840951386178,-1.18474448869629,0.0208439607865538,"S3_2","S3_2","S3_2"
"10201","1","2","2","2","2","2","2","2","2","2","1","4","4","4","1","2","2","2","2","1","1","2","5","2","1","3","1","1","1","1","1","2","1","2","2","2","2","2","1","Physical science","Federal/national government","USACanada","S3",-3.15072904545793,0.682555701775866,0.0556177142981909,"S3_1","S3_2","S3_2"
"10212","2","2","2","2","1","2","1","2","2","2","3","4","4","4","2","3","1","1","1","1","2","4","2","3","1","1","2","2","1","1","2","2","2","1","2","1","2","2","1","Physical science","Federal/national government","USACanada","S3",-0.720825309777955,-1.18127031987376,0.0102480075176197,"S3_2","S3_4","S3_1"
"10221","1","2","2","2","2","2","2","1","2","2","2","2","2","3","1","1","2","1","1","1","1","3","2","2","2","2","2","2","1","1","1","2","2","2","2","2","1","2","1","Physical science","Federal/national government","USACanada","S3",-1.96879089326529,0.455455152490434,0.0218531460021694,"S3_1","S3_3","S3_2"
"10231","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","5","4","2","2","2","1","1","5","1","1","1","4","2","1","1","2","2","2","2","1","2","2","2","2","Physical science","Federal/national government","USACanada","S3",-3.5526370655384,2.57649408528867,0.103066943942941,"S3_1","S3_1","S3_2"
"10241","3","2","2","2","2","2","2","2","2","2","3","2","2","3","2","2","1","2","1","1","2","4","2","2","2","1","1","1","1","2","1","1",NA,NA,"2","1","1","1","1","Physical science","Federal/national government","USACanada","S3",1.56629885347789,0.755359818549407,0.0161821037147163,"S3_2","S3_4","S3_NA"
"10251","1","2","2","1","2","2","1","1","2","2","4","4","3","3","2","3","2","2","2","2","3","5","3","2","5","3","2","2","1",NA,"1","2","2","1","1","1","1",NA,"2","Physical science","Federal/national government","USACanada","S3",1.87760888143575,1.6932499901423,0.0342093388047775,"S3_3","S3_5","S3_1"
"10261","1","2","2","2","1","2","2","2","2","2","4","4","2","2","1","2","1","4","1","2","1","1","5","2","1","1","1","2","1","1","2","2","2","2","2","2","1","2","2","Natural science","Federal/national government","USACanada","S3",-4.18407322936791,0.670115776246917,0.0960884754797508,"S3_1","S3_1","S3_2"
"10271","1","2","2","2","2","2","2","1","2","2","3","4","2","1","1","2","2","2","2","1","2","2","1","1","1","1","2","2","2","2","2","1","2","2","2","2","2","2","3","Physical science","Corporation","USACanada","S3",-3.07883030115483,1.23455818241218,0.0588840070322286,"S3_2","S3_2","S3_2"
"10281","1","2","2","2","2","2","2","2","2","2","3","2","2","5","3","3","2","4","1","2","1","4","1","2","1","1","1","2","1","1","1","2","2","1","1","2","2","2","1","Physical science","Private foundation","USACanada","S3",-1.17708366259925,0.62542486021575,0.00950786426474577,"S3_1","S3_4","S3_1"
"10291","1","1","2","2","1","2","2","2","2","2","4","4","4","4","3","3","3","3","3","1","1","5","1","2","2","1","3","1","2","1","2","2","1","2","2","2","2","1","1","Natural science","Federal/national government","USACanada","S3",-0.454645592343005,-0.00833302220308637,0.00110653476303669,"S3_1","S3_5","S3_2"
"10301","2","1","2","2","1","2","2","2","2","2","3","4","4","5","3","2","2","1","2","1","1","2","2","2","1","2","2",NA,"1","1","1","1","2","2",NA,"2",NA,NA,"4","Physical science","Other","USACanada","S3",-0.19481148637034,-2.01918320412218,0.0220215854404865,"S3_1","S3_2","S3_2"
"10311","1","2","2","2","1","1","2","2","2","2","2","3","3","2","1","1","1","1","1","1","1","2","2","3","1","1","1","2","1","1","1","2","1","1","2","2","1","2","1","Physical science","Federal/national government","USACanada","S3",-1.76263280032256,-0.295510714496188,0.0170936756109557,"S3_1","S3_2","S3_1"
"10321","2","2","2","2","1","2","2","2","2","2","3","4","4","5","1","1","2","2","2","1","1","2","5","2","1","2","1","2",NA,"1",NA,"2","2","2","2","2","2","2","1","Physical science","Other","USACanada","S3",-3.970054832112,-0.651785138979121,0.0866197706059894,"S3_1","S3_2","S3_2"
"10341","1","1","2","1","1","1","1","2","2","2","2","4","2","4","1","1","1","1","1","2","1","1","3","2","1","1","1","1","1","1","1","2","2","2","1","1","1","2","2","Physical science","Federal/national government","USACanada","S3",-1.60032060706335,-0.927372139549054,0.0183076256757347,"S3_1","S3_1","S3_2"
"1035","1","2","2","2","1","2","2","2","2","2","2","2","2","2","2","3","1","1","2","1","1","1","3","4","1","1","1","2","1","1","2","2","2","2","1","2","2","1","2","Natural science","Federal/national government","USACanada","S3",-3.22181051225643,0.536731287993087,0.0570902661395385,"S3_1","S3_1","S3_2"
"10361","2","1","2","2","1","2","2","1","2","2","2","4","4","4","3","3","3","3","3","2","1","1","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1","Physical science","Other","USACanada","S3",2.65133698868781,-0.159666395998271,0.0377550662229978,"S3_1","S3_1","S3_1"
"10371","2","2","2","2","1","2","2","2","2","2","3","4","4","5","3","4","3","2","3","1","2","5","1","2","2","1","2","1","1","1","1",NA,"1","1",NA,NA,"1",NA,"1","Physical science","Other","USACanada","S3",2.77481788463497,-0.710497318828583,0.0439057241079548,"S3_2","S3_5","S3_1"
"10381","1","2","2","2","2","2","2","2","2","2","4","4","4","1","2","2","2","1","1","1","1","1","5","4","1","1","4","2","1","1","2","2","2","2","2","2","2","2","1","Physical science","Corporation","USACanada","S3",-4.50248880668515,0.404505263400293,0.109362832867547,"S3_1","S3_1","S3_2"
"10391","3","1","2","2","2","2","2","1","2","2","4","2","2","4","1","1","2","2","2","1","2","4","2","2","1","1","2","2","1","1","1","2","1","2","1","2","1","1","2","Physical science","Other","USACanada","S3",0.167526432329071,-1.06184659790228,0.00618407116565083,"S3_2","S3_4","S3_2"
"10421","2","1","1","2","2","1","2","2","3","2","1","4","4","5","3","5","2","2","1","1","1","2","1","2","1","1","1",NA,"1","1","2","2",NA,"2","2","2","2","1","1","Physical science","Federal/national government","EuroRussia","S3",-1.79847119439158,-1.01834421340961,0.0228589368667078,"S3_1","S3_2","S3_2"
"10431","1","1","2","2","2","2","2","1","3","2","2","4","3","3","1","3","2","1","3","1","2","3","1","3","2","1","3","2","1","1",NA,"2",NA,"2",NA,NA,"1","1","2","Physical science","Federal/national government","EuroRussia","S3",0.873084045495682,-0.318102407212381,0.00462080780080204,"S3_2","S3_3","S3_2"
"10451","1","2","1","2","2","2","2","2","3","2","1","2","2","2","2","3","1","1","1","2","2","4","2","3","2","1","1","1","1","1","1","1","1","1","1",NA,NA,NA,"1","Physical science","Federal/national government","EuroRussia","S3",1.83294370437016,0.0488641027138685,0.0179920236758306,"S3_2","S3_4","S3_1"
"10471","1","1","2","2","1","2","1","2","3","2","5","2","2","5","2","5","5","1","3","3","1","1","5","1","3","1","1","2","1","1","2","2","2","1","1","2","2","2","2","Physical science","Federal/national government","USACanada","S3",-2.41946323657929,2.27136105975564,0.0589351322506974,"S3_1","S3_1","S3_1"
"10481","1","2","2","2","1","2","2","2","3","2","2","2","2","3","4","4","3","3","2","1","1","1","2","2","1","1","1","2","1","1","2","1","2","2","2","2","2","2","1","Physical science","Federal/national government","USACanada","S3",-2.90610317595258,1.65116733529666,0.0597855122330251,"S3_1","S3_1","S3_2"
"10491","2","2","2","2","2","2","2","2","3","2","3","2","2","1","1","3","1","2","1","1","2","5","2","2","1","1","3",NA,"1","1","1","2","2","2","1","1","1","1","3","Physical science","State/regional government","USACanada","S3",0.540511501819947,1.14686439961813,0.00860222633406849,"S3_2","S3_5","S3_2"
"10501","3","2","1","1","2","2","1","2","3","2","2","2","2","4","2","4","1","2","1","1","1","3","2","2","1","1","3","1","1",NA,"2","2","1","2","2","2","2","1","1","Physical science","Federal/national government","USACanada","S3",-0.828214824751934,0.195135828051977,0.00387456058805172,"S3_1","S3_3","S3_2"
"10512","1","2","2","2","2","2","2","2","3","2","2","4","2","2","3","2","3","3","2","1","1","1","4","2","1","1","3","2","1","1",NA,"2","2","2","2","1","1","1","2","Physical science","Federal/national government","USACanada","S3",-2.01514929423808,1.36266066712145,0.0316682467568102,"S3_1","S3_1","S3_2"
"10521","2","2","2","2","2","2","2","2","3","2","4","4","4","4","2","2","2","2","2","1","1","2","2","3","1","1","3",NA,"1","1","1","2","2","1","1","2","1","1","5","Physical science","State/regional government","USACanada","S3",0.200515244448815,-1.36111625401245,0.0101294998457426,"S3_1","S3_2","S3_1"
"10531","1","1","2","1","2","2","2","2","3","2","1","2","2","1","2","2","2","2","1","2","2","1","2","1","2","2","2","1","1","1","1","1",NA,NA,NA,"1","1","1","2","Physical science","Federal/national government","USACanada","S3",1.38232777724503,1.10377686200992,0.0167455756247727,"S3_2","S3_1","S3_NA"
"10541","1","2","2","2","2","2","2","2","4","2","3","4","2","5","4","4","3","3","3","1","1","1","5","2","1","1","1","2","1","1","1","2","2","2","1","2","2",NA,"2","Physical science","Federal/national government","EuroRussia","S3",-2.7368558514023,1.24325493855044,0.0483562329323059,"S3_1","S3_1","S3_2"
"10551","2","2","2","2","1","1","2","2","4","2","5","3","3","5","2","4","1","2","3","2","1","1","3","3","1","1","1","2","2","1","1","2","2","1","2","1","2","2","1","Natural science","Federal/national government","EuroRussia","S3",-1.53845093149237,-0.800253215291641,0.0160931404413185,"S3_1","S3_1","S3_1"
"10581","2","2","2","2","2","1","2","1","4","2","2","4","2","5","4","4","2","2","1","3","3","4","5","2","3","2","2","2","1","1","1","2","2","1","1","2",NA,"2","2","Physical science","Federal/national government","USACanada","S3",0.431414763502985,0.265321991438488,0.00137272981955756,"S3_3","S3_4","S3_1"
"10591","1","2","2","2","2","2","2","2","4","2","4","2","2","2","5","5","1","2","1","2","5","5","2","1","5","2","5","1","1","1","1","1","2","1","1","1","1","1","1","Physical science","Federal/national government","USACanada","S3",3.03122616031639,5.29896562692311,0.199435263480347,"S3_5","S3_5","S3_1"
"10601","1","2","2","2","2","2","2","1","4","2","4","4","4","5","1","1","2","2","1","1","1","1","5","5","1","1","3","2","2","1","2","2","2","2","2","2","2","2","1","Natural science","Federal/national government","USACanada","S3",-4.87439620378403,-0.396400563148052,0.12799045869397,"S3_1","S3_1","S3_2"
"10612","3","2","1","2","2","2","2","1","4","2","5","4","3","5","2","2","3","2","1","2","4","5","2","2","1","2","3",NA,"1","1","1","1","2","2","1","1","1","1","2","Natural science","Federal/national government","USACanada","S3",2.08723884778109,-0.993158294331901,0.0285925346873788,"S3_4","S3_5","S3_2"
"10621","3","2","2","2","2","2","2","2","4","2","3","2","2","5","1","3","2","2","1","1","2","3","1","4","2","2","2","1","1","1","1","1","1","1","1",NA,"1","1","1","Physical science","Federal/national government","USACanada","S3",2.45544672145766,-0.771308504107181,0.0354488721690889,"S3_2","S3_3","S3_1"
"10631","2","2","2","2","2","2","2","2","3","3","3","4","4","3","2","1","3","4","2","1","1","1","3","2","2","1","1","2","1","1","1","2","2","2","2","2","1","2","5","Physical science","Other","USACanada","S3",-1.98418028216842,0.311022876445992,0.0215862662136129,"S3_1","S3_1","S3_2"
"10641","2","2","2","2","1","2","2","2","3","3","4","3","3","3","4","5","2","5","3","1","2","5","1","3","1","1","5","2","1","1","2","1","1","1","1","1","1","1","1","Physical science","Federal/national government","EuroRussia","S3",2.84106909760161,2.90813484418472,0.0884540551850412,"S3_2","S3_5","S3_1"
"10651","3","2","2","1","2","2","2","1","3","3","4","3","3","2","2","2","1","2","4","2","3","3","4","4","2","2","4","1","2","2","1","2","2","1","2","2","2","1","2","Natural science","Other","USACanada","S3",0.650022665438655,0.533730127700252,0.00378561660222059,"S3_3","S3_3","S3_1"
"10661","1","2","2","2","1","1","2","2","1","3","2","4","4","5","1","1","1","1","1","1","2","2","2","2","1","1","3","2","1","1","2","2","2","1","1","1","1","2","1","Physical science","Federal/national government","EuroRussia","S3",-1.28411981578244,-0.833570842962087,0.012542800692302,"S3_2","S3_2","S3_1"
"10671","1","2","2","2","1","2","2","2","1","3","3","4","4","4","2","5","3","3","3","2","4","4","1","1","2","1","1","1","1","1","1","1","1","1","1","1",NA,NA,"1","Physical science","Federal/national government","EuroRussia","S3",2.67871308408392,0.964463454428224,0.0433773883534741,"S3_4","S3_4","S3_1"
"10681","2","2","2","2","2","2","2","2","1","3","2","4","4","5","1","4","2","1","2","1","1","4","3","3","1","1","1","1","1","1","2","2","1","1","2","2","2","2","1","Physical science","Other","EuroRussia","S3",-1.65914042726051,-0.00799500707404287,0.014731589083896,"S3_1","S3_4","S3_1"
"10691","1","2","2","2","2","2","2","2","1","3","4","4","4","2","4","3","2","2","2","2","2","4","1","2","1","1","1",NA,"1","1","2","1","1","2","2","2","1","1","1","Physical science","Federal/national government","EuroRussia","S3",0.0873804393554472,-0.124189232490493,0.000123395871940196,"S3_2","S3_4","S3_2"
"10701","1","2","2","2","2","2","2","2","1","3","2","2","2","3","1","3","3","1","1","3","5","5","2","3","2","1","5",NA,"1","1",NA,"1","1","1","1","1","1","1","1","Physical science","Federal/national government","EuroRussia","S3",2.96131776433636,3.55530123429538,0.114572703436139,"S3_5","S3_5","S3_1"
"10721","2","2","1","2","1","1","1","2","1","3","2","4","3","4","3","3","1","1","1","1","1","2","1","2","1","1","1","2","1","1",NA,"2",NA,"1","2","2","1","1","2","Physical science","Federal/national government","EuroRussia","S3",-0.587407504082769,-1.13708230260112,0.00876573040094399,"S3_1","S3_2","S3_1"
"10731","1","2","2","2","2","2","2","2","1","3","3","2","3","3","3","4","2","2","2","1","1","5","2","2","2","2","3","1","1","1","1","1","1","1","1","1","1","1","1","Physical science","Federal/national government","EuroRussia","S3",3.08202923037527,1.5207248536892,0.0632089503614076,"S3_1","S3_5","S3_1"
"10741","1","2","2","2","2","2","2","2","1","3","3","3","3","2","1","2","2","2","3","1","1","4","3","4","1","1","2","2","1","1","2","2","2","2","2","1","2",NA,"1","Physical science","Federal/national government","EuroRussia","S3",-1.97571330109823,0.573671172600448,0.0226503262757815,"S3_1","S3_4","S3_2"
"10751","1","1","2","1","1","1","1","2","1","3","5","3","3","3","3","5","1","3","1","2","2","5","3","3","2","1","3","2","1","1","1","2","1","1","1","2","2","2","2","Physical science","Federal/national government","EuroRussia","S3",1.37781828421056,-0.0536318231261858,0.010174536634564,"S3_2","S3_5","S3_1"
"10761","1","2","2","2","2","2","2","2","1","3","3","2","2","4","2","4","1","1","1","2","1","2","1","1","1","2","1",NA,"1","1","1","1","1",NA,"1",NA,"1",NA,"1","Physical science","Federal/national government","USACanada","S3",0.411174311460609,0.666715672060382,0.003283524347327,"S3_1","S3_2","S3_NA"
"10771","1","2","2","2","2","2","2","2","1","3","4","2","4","4","3","4","1","2","1","1","1","1","4","2","1","1","1","2","1","1","1","2","2","1","1","2","2","2","1","Physical science","Federal/national government","USACanada","S3",-2.66563908686897,0.496199165914298,0.0393431912246206,"S3_1","S3_1","S3_1"
"10781","1","2","1","2","2","2","2","2","1","3","3","2","2","4","2","4","4","3","2","1","1","2","4","2","1","2","3",NA,"1","1","2","2","2","2","2",NA,"1","2","2","Physical science","Federal/national government","USACanada","S3",-2.18502034600003,0.307794287899384,0.0260565891484529,"S3_1","S3_2","S3_2"
"10791","2","2","2","1","2","2","2","2","1","3","3","4","4","3","3","3","2","2","2","2","1","1","5","3","2","1","2","2","1","1","2","2","2","2","2","2","2","2","1","Physical science","Other","USACanada","S3",-2.23002529396946,0.642514013211419,0.028822153828421,"S3_1","S3_1","S3_2"
"10801","1","1","2","1","2","2","1","2","1","3","3","4","4","5","2","3","2","2","3","1","1","5","3","3","2","1","2","2","1","1","1","2",NA,"2","2","2","2","2","1","Physical science","Federal/national government","USACanada","S3",-0.804248868686941,-0.793503521315738,0.0068309612102749,"S3_1","S3_5","S3_2"
"10812","1","2","2","2","1","2","2","2","1","3","3","3","3","3","5","5","1","3","1","3","5","5","3","1","5","1","5","1",NA,NA,"1","1","2",NA,"1","1","1","1","1","Physical science","Federal/national government","USACanada","S3",3.6728159638478,7.24161141748487,0.3528252645059,"S3_5","S3_5","S3_NA"
"10821","2","2","2","2","2","2","2","2","1","3","3","4","4","5","3","4","5","5",NA,"2","4","4","2","2","2","1","1","2","1","1","2","2","1","1","1","1","1",NA,"1","Physical science","Other","USACanada","S3",1.82513293352741,2.2480276541302,0.0448706898222001,"S3_4","S3_4","S3_1"
"1083","1","2","1","2","2","1","2","2","1","3","4","2","3","1","1","1","1","1","1","2","1","3","1","3","2","1","2","2","1","1","1",NA,"1","1","1","1","1","1","1","Physical science","Federal/national government","USACanada","S3",1.15866788797233,-0.315176296084216,0.00771600518690108,"S3_1","S3_3","S3_1"
"10841","1","2","2","2","2","2","2","2","1","3","4","3","3","3","1","1","1","1","1","1","1","1","5","4","1","1","3","2","1","1","2","2","2","2","2","2","2","2","1","Physical science","Federal/national government","USACanada","S3",-4.23999654657967,1.20513628912686,0.103978686455563,"S3_1","S3_1","S3_2"
"1085","1","2","2","2","1","1","2","2","1","3","4","4","4","2","4","5","2","3","2","2","2","2","4","5","2","1","3","2","1",NA,"2","2","2","2","2","2","2","2","4","Natural science","Federal/national government","USACanada","S3",-2.19712591163923,-0.291399272678138,0.0262879042135672,"S3_2","S3_2","S3_2"
"10861","1","1","1","2","2","2","2","2","1","3","3","2","2","2","1","1","1","1","1","1","1","1","2","1","1","1","1","2","1","1","1","2","1","1",NA,"2","1","1","2","Physical science","Federal/national government","USACanada","S3",-1.791536723665,0.499266619579999,0.0185100496842365,"S3_1","S3_1","S3_1"
"10871","2","1","1","2","2","2","1","2","1","3","5","3","3","5","2","2","1","1","1","1","1","2","1","2","1","1","1",NA,"1","1","1",NA,"1",NA,NA,"1","1","1","1","Physical science","Federal/national government","USACanada","S3",0.870639380206336,-1.53849775059929,0.0167232857510152,"S3_1","S3_2","S3_NA"
"1088","1","2","2","1","1","1","1","2","1","3","4","2","4","2","1","3","1","3","2","1","1","4","2","3","1","1","1","2","1","1",NA,"2","1",NA,"1",NA,"2","2","1","Physical science","Federal/national government","USACanada","S3",-1.04362368085294,-1.07294219711268,0.0119891978859432,"S3_1","S3_4","S3_NA"
"10891","1","2","2","1","2","2","2","2","1","3","2","2","3","1","2","2","2","2","2","1","1","2","2","2","1","1","1","2","1","1","2","2","2","2","2","2","2","2","2","Natural science","Federal/national government","USACanada","S3",-3.46529198509234,1.07399164845523,0.0704344983888535,"S3_1","S3_2","S3_2"
"10901","1","1","2","2","2","2","2","2","1","3","5","2","4","2","1","2","2","1","1","1","1","2","3","1","1","1","3","2","1","1","2","2",NA,"2","1","2","2","2","1","Physical science","Federal/national government","USACanada","S3",-3.27231533299017,-0.0150525262826149,0.0573050247848272,"S3_1","S3_2","S3_2"
"1092","3","2","1","1","2","2","2","2","1","3","3","3","3","2","2","2","2","2","2","1","2","4","4","3","1","1","1","2","1","1","2","2","2","2","2","2","2","2","1","Physical science","Federal/national government","USACanada","S3",-2.0936142810595,-0.159130651429957,0.0235921941496515,"S3_2","S3_4","S3_2"
"10931","1","1","2","2","2","1","2","1","2","3","2","2","2","4","2","2","2","1","1","1","4","5","2","1","1","1","1","2","1","1","1","2","1","2","2","2","1","2","1","Physical science","Federal/national government","AustraliaNZ","S3",-1.01072267728442,0.0528562109123796,0.00548180187004803,"S3_4","S3_5","S3_2"
"10981","3","1","2","2","2","2","1","2","2","3","1","4","4","3","3","3","2","2","3","1","2","5","2","3","1","1","2","2","1","1","1","1","2","1","2","1","1","2","1","Physical science","Federal/national government","EuroRussia","S3",1.51406657151895,0.332391889058886,0.0128589543898702,"S3_2","S3_5","S3_1"
"10991","2","2","2","1","2","2","2","2","2","3","4","4","4","4","4","4","1","4","1","1","1","1","4","5","1","1","1","2","1","1","1","2","2","1",NA,"2","1",NA,"1","Physical science","Federal/national government","EuroRussia","S3",-1.54798832448106,-0.155973343426306,0.0129537481396553,"S3_1","S3_1","S3_1"
"11001","1","2","1","2","1","2","2","2","2","3","3","4","4","4","2","3","2","2","3","2","2","4","2","4","1","2","3","2","1","1",NA,"2","2",NA,"1","1","1","2","1","Natural science","Federal/national government","EuroRussia","S3",0.701145169754256,-1.83835332518392,0.0207163356840433,"S3_2","S3_4","S3_NA"
"11021","2","2","1","2","1","1","1","2","2","3","3","4","4","5","1","1","3","1","2","1","1","1","1","3","1","1","1",NA,NA,"1","1","2","2","1","1","2","2","1","1","Physical science","Federal/national government","EuroRussia","S3",-1.32641022002037,-1.87227938180904,0.0281743961204118,"S3_1","S3_1","S3_1"
"11031","2","1","2","2","2","1","2","2","2","3","4","4","4","2","1","2","1","1","3","2","4","4","2","3","2","1","3","1","1","1","1","2","2","2","1",NA,"2",NA,"2","Physical science","Federal/national government","EuroRussia","S3",1.02357041721543,-1.70777744940278,0.0212143046589004,"S3_4","S3_4","S3_2"
"11061","3","2","2","2","1","2","1","2","2","3","4","3","3","3","2","1","2","2","1","1","1","2","3","2","1","1","1","2","1","1","2","2","1","1","1","1","1","2","1","Physical science","Federal/national government","EuroRussia","S3",-0.578588708732175,-0.534679310950895,0.00332137400867444,"S3_1","S3_2","S3_1"
"11081","2","2","2","2","2","2","2","2","2","3","3","4","4","5","2","2","2","1","1","2","2","4","1","4","1","1","1","2","1","1","2","1","2","2","2","2","1","1","1","Natural science","Federal/national government","EuroRussia","S3",-0.375826482247768,-1.02298006608481,0.00635612342342031,"S3_2","S3_4","S3_2"
"11091","2","1","2","2","1","2","1","2","2","3","4","4","4","5","4","5","3","2","2","1","3","4","2","4","2","1","3","2","1","1","1","2","2","1","1","2","2",NA,"1","Physical science","Federal/national government","EuroRussia","S3",1.05829525977239,-1.49015371320991,0.0178768419304814,"S3_3","S3_4","S3_1"
"11102","2","1","2","2","1","2","2","2","2","3","4","3","3","5","3","2","1","1","2","2","5","5","2","3","2","1","1","1","1","1","1","2",NA,"2","1","1","1",NA,"1","Physical science","Other","EuroRussia","S3",2.88071454467142,-0.212224462102477,0.0446502999095026,"S3_5","S3_5","S3_2"
"11111","3","2","2","2","2","2","2","2","2","3","3","3","3","5","1","2","1","1","1","1","1","1","2","2","1","1","3",NA,"1","1","1","1","1","1","1","2","1",NA,"1","Physical science","Other","EuroRussia","S3",0.653329127604945,0.297347856124329,0.00275737084762345,"S3_1","S3_1","S3_1"
"11121","3","2","2","2","2","2","2","2","2","3","3","4","2","1","1","1","1","1","1","1","1","1","3","1","1","1","1","2","1","1","2","2","2","2","1","2","2","2","1","Physical science","Federal/national government","USACanada","S3",-4.03272754443433,1.35787339428322,0.0968975519417792,"S3_1","S3_1","S3_2"
"11131","1","2","2","2","1","2","2","2","2","3","4","4","2","2","3","3","3","3","3","2","1","1","5","2","1","5","1","2","1",NA,"2",NA,"2",NA,"2","2","2","2","2","Natural science","Federal/national government","USACanada","S3",-3.09826178187758,2.33667311969466,0.0805892406670283,"S3_1","S3_1","S3_NA"
"11141","1","2","2","2","2","2","2","1","2","3","3","2","3","2","2","3","2","2","1","2","2","2","3","3","3","4","2","2","1","1","2","2",NA,"1",NA,"2",NA,NA,"2","Physical science","Federal/national government","USACanada","S3",0.0485378677089114,-0.00752466903313325,1.29106672374804e-05,"S3_2","S3_2","S3_1"
"11151","1","2","2","2","2","2","2","2","2","3","3","4","4","5","2","2","2","2","2","1","1","4","2","4","1","1","4",NA,"1","1",NA,"2","2","1","1","1","1","1","1","Physical science","Federal/national government","USACanada","S3",0.52031002889677,-1.33296728839213,0.0109572681290579,"S3_1","S3_4","S3_1"
"11161","1","2","2","2","2","2","2","2","2","3","5","4","4","5","1","2","4","3","2","1","3",NA,"3","3","3","1","2","1","1","1",NA,"2","2","1","1","2","1",NA,"1","Physical science","Federal/national government","USACanada","S3",0.761017108416412,0.00513788160983453,0.00309943016929242,"S3_3","S3_NA","S3_1"
"11171","2","1","2","2","2","2","2","2","2","3","2","3","3","4","2","3","1","1","1","2","2","4","3","2","1","1","1",NA,"1","1","1","1","1","1","1","1","1","1","2","Physical science","Federal/national government","USACanada","S3",2.28215936276413,-0.173884125625396,0.0280336143744572,"S3_2","S3_4","S3_1"
"1118","3","2","2","2","2","2","2","2","2","3","4","4","4","5","1","1","2","4","3","1","1","1","4","3","1","1","1","2","1","1","2","2","1","2","2","2",NA,"2","1","Natural science","Federal/national government","USACanada","S3",-3.05746644333159,-0.373575134016809,0.0507729394978532,"S3_1","S3_1","S3_2"
"11191","1","2","2","2","2","2","2","2","2","3","4","2","2","5","2","3","3","3","2","1","2","3","4","3","2","1","2","2","1","1","1","2","2","2","2","1","2","2","2","Physical science","Federal/national government","USACanada","S3",-1.00352565868786,-0.125584269241438,0.00547367323584292,"S3_2","S3_3","S3_2"
"1120","2","2","2","2","2","2","2","2","2","3","3","4","4","4","2","3","2","2","2","2","2","4","3","2","1","2","2","2","1","1","1","2","2","2","1","2","2","2","2","Physical science","Federal/national government","USACanada","S3",-0.565580143582477,-1.10053182921227,0.00819337696474538,"S3_2","S3_4","S3_2"
"11212","3","2","2","2","2","2","2","1","2","3","4","2","4","2","2","5","2","2","3","1","3","5","2","3","2","1","3","1","1","1","1","1","1",NA,"2","1",NA,"1","3","Physical science","Private foundation","USACanada","S3",3.1195041385977,0.997957222249767,0.0574064376917039,"S3_3","S3_5","S3_NA"
"11221","1","2","2","1","2","2","1","2","2","3","3","4","2","3","2","4","2","2","3","2","2","3","4","4","2","1","2",NA,"1","1",NA,"2",NA,"1","1","2","1",NA,"2","Physical science","State/regional government","USACanada","S3",1.19965835242188,-1.01373359396213,0.013201202460876,"S3_2","S3_3","S3_1"
